Applicant_Income,Loan_Amount,Credit_Score,Previous_Defaults,Interest_Rate,Loan_Purpose,Number_of_Dependents,Residence_Status,Home_Ownership,Employment_Type,Default
36371,12866,693,1,13.7,Business,1,Owned,Rent,Self-Employed,0
97371,20449,800,3,14.67,Business,0,Mortgaged,Mortgage,Salaried,1
131472,15685,432,3,9.74,Education,1,Owned,Rent,Unemployed,0
22049,28544,613,1,6.59,Home Improvement,4,Mortgaged,Own,Unemployed,0
51616,10451,520,1,6.52,Business,4,Owned,Own,Self-Employed,1
123727,26642,737,3,7.24,Medical,3,Rented,Rent,Retired,0
132893,46316,345,3,10.16,Business,0,Mortgaged,Rent,Self-Employed,0
146603,44954,491,3,8.63,Personal,4,Owned,Mortgage,Retired,0
40932,43870,819,3,10.67,Education,3,Owned,Own,Salaried,0
137796,36030,678,2,2.99,Personal,0,Mortgaged,Rent,Salaried,0
49855,35873,633,1,3.82,Home Improvement,1,Owned,Rent,Salaried,1
81434,5619,338,0,14.71,Home Improvement,2,Rented,Rent,Self-Employed,0
92694,38650,592,2,14.94,Education,2,Rented,Rent,Salaried,0
63016,30372,461,0,11.83,Business,1,Owned,Mortgage,Self-Employed,1
27400,8642,630,0,5.7,Home Improvement,4,Mortgaged,Mortgage,Salaried,0
137858,33001,403,4,14.42,Medical,2,Owned,Own,Self-Employed,0
62642,39064,460,1,5.17,Education,1,Owned,Own,Salaried,0
35151,34290,353,2,11.64,Personal,3,Rented,Mortgage,Unemployed,0
71407,19122,333,1,3.94,Medical,3,Owned,Own,Self-Employed,0
86690,29820,541,3,10.61,Education,1,Mortgaged,Mortgage,Unemployed,0
24499,7895,412,1,11.99,Medical,0,Rented,Rent,Salaried,0
26295,10366,617,0,13.25,Education,4,Owned,Rent,Self-Employed,1
140885,13711,322,3,11.68,Personal,4,Mortgaged,Mortgage,Salaried,0
146071,24596,417,1,14.04,Business,1,Rented,Rent,Self-Employed,0
79040,23793,511,1,9.01,Education,2,Mortgaged,Rent,Retired,1
32183,13199,717,0,10.97,Home Improvement,4,Mortgaged,Mortgage,Unemployed,0
49299,15717,412,3,7.12,Personal,4,Mortgaged,Rent,Retired,1
32874,41191,343,0,2.63,Personal,3,Owned,Own,Salaried,0
136336,15211,427,1,11.96,Medical,3,Rented,Rent,Self-Employed,1
52711,28360,457,2,13.37,Home Improvement,3,Owned,Own,Unemployed,0
25539,26542,693,2,4.67,Medical,4,Rented,Mortgage,Unemployed,1
127941,36312,811,4,2.86,Personal,4,Mortgaged,Own,Unemployed,0
73351,41435,344,2,4.56,Education,4,Mortgaged,Rent,Salaried,0
81267,33247,407,3,13.69,Home Improvement,2,Owned,Own,Salaried,0
143133,27357,518,4,6.19,Personal,2,Mortgaged,Rent,Unemployed,1
68354,46045,742,3,5.42,Home Improvement,2,Mortgaged,Rent,Self-Employed,0
146063,32691,614,2,2.68,Education,0,Mortgaged,Own,Salaried,0
22557,17424,476,2,6.21,Business,4,Rented,Rent,Salaried,0
58360,23852,527,1,11.45,Medical,4,Rented,Own,Salaried,0
102018,27601,566,3,14.49,Medical,1,Owned,Rent,Retired,0
22200,23020,678,0,6.41,Personal,1,Rented,Mortgage,Unemployed,0
132476,13155,788,1,5.51,Personal,0,Mortgaged,Mortgage,Self-Employed,0
88497,8583,589,3,13.6,Education,1,Mortgaged,Own,Salaried,0
66975,20515,656,4,13.16,Personal,2,Mortgaged,Own,Self-Employed,0
41357,41777,503,3,6.6,Personal,0,Owned,Mortgage,Salaried,1
139121,24710,512,4,3.36,Personal,0,Mortgaged,Mortgage,Salaried,1
97505,48178,622,4,14.9,Home Improvement,0,Mortgaged,Mortgage,Self-Employed,1
22869,29532,480,2,11.01,Home Improvement,3,Owned,Mortgage,Self-Employed,0
146114,23601,798,0,14.08,Business,1,Rented,Rent,Self-Employed,0
81135,9967,619,3,6.77,Home Improvement,4,Rented,Own,Unemployed,0
70108,23753,382,0,10.6,Medical,3,Rented,Own,Self-Employed,1
132296,25022,602,4,10.93,Business,2,Owned,Mortgage,Self-Employed,0
114179,48463,561,2,13.41,Personal,3,Owned,Own,Self-Employed,0
110272,14135,499,0,14.91,Medical,2,Mortgaged,Own,Self-Employed,1
58467,10722,539,1,3.86,Business,4,Mortgaged,Rent,Self-Employed,1
43328,32413,594,4,10.39,Business,4,Owned,Rent,Self-Employed,0
139181,32236,811,1,6.71,Medical,1,Owned,Own,Self-Employed,0
111412,20514,695,0,12.65,Business,3,Mortgaged,Rent,Salaried,0
106831,48896,437,0,11.93,Medical,4,Mortgaged,Mortgage,Self-Employed,1
23987,42212,428,0,13.66,Business,2,Mortgaged,Own,Self-Employed,0
78871,45386,348,3,6.8,Business,4,Rented,Rent,Retired,1
42399,25331,592,4,4.81,Business,1,Rented,Rent,Self-Employed,0
148391,23060,835,4,2.77,Medical,2,Mortgaged,Own,Retired,0
66214,6196,610,4,5.69,Business,0,Owned,Own,Self-Employed,0
119522,17297,836,3,7.09,Home Improvement,1,Rented,Mortgage,Self-Employed,0
106416,7787,533,0,14.33,Home Improvement,1,Mortgaged,Rent,Salaried,0
90271,28816,508,0,8.64,Home Improvement,0,Rented,Own,Retired,0
64064,45695,393,1,9.46,Home Improvement,4,Owned,Rent,Unemployed,0
145615,24702,626,3,13.5,Home Improvement,1,Owned,Rent,Self-Employed,0
90091,30242,524,2,13.56,Personal,0,Owned,Rent,Salaried,0
127450,7176,310,3,9.1,Business,0,Mortgaged,Rent,Unemployed,0
60818,25127,628,1,3.92,Education,1,Mortgaged,Own,Retired,0
65525,46560,311,1,5.88,Personal,3,Rented,Own,Self-Employed,1
39830,32228,334,1,8.21,Medical,1,Mortgaged,Mortgage,Salaried,0
37429,25208,746,0,11.89,Personal,3,Mortgaged,Own,Unemployed,0
26893,33482,751,2,11.4,Education,4,Mortgaged,Rent,Unemployed,0
136381,14171,519,1,10.53,Personal,0,Rented,Mortgage,Unemployed,0
99909,40219,740,4,13.5,Business,2,Mortgaged,Own,Unemployed,0
67333,38396,834,0,12.53,Home Improvement,1,Owned,Own,Unemployed,0
23436,47589,528,2,14.78,Business,2,Mortgaged,Mortgage,Salaried,0
94290,45546,643,4,13.61,Personal,4,Mortgaged,Own,Self-Employed,0
96213,8696,379,2,4.95,Education,1,Owned,Own,Retired,0
25895,25058,652,2,3.22,Medical,2,Rented,Own,Unemployed,0
39738,25313,695,4,7.68,Business,4,Mortgaged,Rent,Salaried,0
50746,24149,589,3,10.22,Education,3,Mortgaged,Mortgage,Self-Employed,1
69377,46075,754,2,10.54,Medical,4,Mortgaged,Mortgage,Salaried,0
68404,9956,427,3,5.84,Home Improvement,1,Mortgaged,Rent,Retired,0
74045,15195,842,2,13.25,Business,1,Owned,Mortgage,Salaried,0
117888,22076,658,4,6.62,Business,1,Mortgaged,Own,Unemployed,1
149307,6105,826,2,13.99,Home Improvement,4,Rented,Rent,Self-Employed,0
59790,20417,612,1,8.4,Home Improvement,1,Owned,Rent,Salaried,0
127455,29729,374,1,2.63,Personal,4,Owned,Rent,Self-Employed,0
25600,35099,845,2,4.53,Medical,0,Rented,Mortgage,Unemployed,1
114660,37598,495,4,3.78,Education,0,Mortgaged,Rent,Retired,1
113179,34961,328,4,3.05,Home Improvement,0,Mortgaged,Rent,Retired,0
60764,17602,315,0,11.43,Personal,2,Mortgaged,Rent,Self-Employed,0
94543,14256,722,4,4.9,Medical,0,Rented,Mortgage,Unemployed,0
65714,25584,704,3,12.98,Medical,0,Owned,Mortgage,Retired,0
76835,39681,830,2,5.81,Business,4,Mortgaged,Mortgage,Salaried,1
122946,30792,376,1,2.9,Personal,4,Rented,Rent,Self-Employed,1
148191,26904,528,4,12.76,Personal,1,Rented,Own,Self-Employed,1
129616,48361,596,1,8.33,Business,1,Mortgaged,Mortgage,Unemployed,0
125983,39540,809,0,9.99,Education,1,Rented,Own,Unemployed,0
93744,31536,837,2,6.7,Home Improvement,4,Mortgaged,Own,Retired,0
76491,24164,625,4,3.08,Business,4,Mortgaged,Mortgage,Self-Employed,0
144123,17996,662,1,7.13,Home Improvement,0,Mortgaged,Mortgage,Salaried,0
38589,7871,658,4,8.98,Personal,3,Owned,Own,Salaried,1
63484,27626,623,0,2.65,Business,4,Rented,Mortgage,Salaried,0
102989,15521,625,1,9.68,Education,3,Owned,Own,Salaried,0
56212,48410,464,1,13.66,Home Improvement,4,Mortgaged,Own,Unemployed,1
63525,6132,754,2,5.22,Home Improvement,4,Rented,Rent,Retired,0
67202,38467,452,2,14.08,Home Improvement,2,Mortgaged,Own,Unemployed,0
52635,19534,426,1,3.72,Personal,3,Rented,Rent,Salaried,1
83208,28854,492,2,12.82,Home Improvement,2,Mortgaged,Rent,Salaried,0
53828,47998,829,1,13.0,Medical,0,Rented,Mortgage,Retired,0
38711,44065,309,3,5.72,Home Improvement,2,Mortgaged,Mortgage,Self-Employed,0
23420,12812,391,4,14.47,Personal,2,Mortgaged,Own,Unemployed,1
116752,9557,438,3,7.71,Business,0,Owned,Mortgage,Retired,0
20301,7179,780,3,4.27,Home Improvement,3,Owned,Mortgage,Salaried,0
65236,48798,748,4,9.9,Home Improvement,1,Rented,Mortgage,Salaried,0
135294,14065,632,1,14.96,Business,4,Rented,Mortgage,Self-Employed,0
137858,13275,639,1,13.74,Medical,3,Owned,Own,Retired,0
86235,40948,351,2,5.98,Personal,0,Mortgaged,Rent,Retired,1
74240,25700,765,0,9.71,Business,2,Mortgaged,Rent,Salaried,0
144019,44464,774,1,3.94,Personal,1,Rented,Rent,Self-Employed,0
85726,47351,700,4,8.27,Business,2,Rented,Mortgage,Unemployed,1
30492,32794,738,0,9.04,Education,4,Mortgaged,Mortgage,Salaried,1
135668,33783,808,4,6.44,Medical,0,Owned,Own,Salaried,0
121279,21998,452,4,8.55,Education,1,Rented,Rent,Self-Employed,0
26102,18869,813,4,14.0,Business,3,Mortgaged,Own,Self-Employed,0
70336,49525,802,0,8.75,Business,3,Rented,Rent,Retired,0
138015,33152,305,3,12.89,Personal,0,Owned,Own,Salaried,0
105314,25954,799,4,6.47,Business,0,Rented,Own,Unemployed,1
143007,36555,417,2,14.64,Personal,2,Mortgaged,Own,Salaried,0
46641,21654,784,1,3.67,Personal,1,Owned,Rent,Self-Employed,0
54584,40236,767,1,9.82,Business,4,Mortgaged,Mortgage,Unemployed,0
52745,20042,460,1,12.37,Personal,0,Owned,Rent,Salaried,1
140542,30966,569,0,12.68,Medical,1,Mortgaged,Mortgage,Retired,1
43093,49314,355,2,4.98,Education,0,Rented,Own,Unemployed,0
86105,19270,527,2,7.52,Business,0,Owned,Rent,Self-Employed,0
123746,35908,448,2,10.3,Personal,3,Owned,Mortgage,Retired,0
120199,20523,345,2,6.45,Personal,1,Owned,Rent,Retired,0
71885,24991,443,2,10.73,Personal,3,Rented,Rent,Retired,1
56631,15775,639,3,7.23,Personal,3,Owned,Rent,Self-Employed,0
131217,17265,712,2,6.89,Medical,1,Rented,Own,Self-Employed,0
92991,24459,819,2,3.85,Business,3,Rented,Mortgage,Salaried,0
24014,21673,643,0,2.99,Business,2,Owned,Own,Retired,1
31093,32056,686,0,12.94,Medical,4,Mortgaged,Mortgage,Unemployed,0
38070,11614,772,2,8.62,Medical,4,Owned,Own,Unemployed,0
55777,41020,574,3,9.54,Medical,2,Mortgaged,Rent,Retired,0
76958,12415,652,2,7.15,Business,0,Mortgaged,Own,Self-Employed,0
102074,28155,365,2,4.21,Home Improvement,3,Owned,Rent,Salaried,0
30729,48884,378,2,8.12,Education,4,Owned,Mortgage,Self-Employed,1
119713,21964,501,4,5.36,Medical,1,Mortgaged,Mortgage,Self-Employed,0
65017,42726,412,3,12.97,Medical,0,Owned,Rent,Retired,0
86320,42044,390,1,14.83,Business,4,Owned,Rent,Retired,0
47751,42544,440,2,13.61,Business,3,Rented,Own,Salaried,0
126400,37252,588,1,9.1,Education,4,Mortgaged,Own,Retired,1
125864,8832,710,3,10.35,Personal,3,Rented,Own,Self-Employed,1
98069,30275,676,2,14.35,Business,0,Owned,Mortgage,Unemployed,0
125647,19901,683,1,9.23,Education,2,Owned,Rent,Retired,1
125510,43213,451,1,10.48,Business,3,Rented,Mortgage,Salaried,0
74748,39148,618,3,10.37,Business,3,Rented,Rent,Salaried,0
25801,47633,668,2,11.35,Business,0,Owned,Rent,Self-Employed,0
39190,27918,761,4,10.5,Home Improvement,0,Mortgaged,Mortgage,Retired,0
69689,24540,311,3,10.88,Home Improvement,1,Rented,Own,Salaried,0
124290,16580,455,4,11.57,Medical,0,Mortgaged,Own,Self-Employed,1
70993,43402,776,2,12.61,Home Improvement,4,Owned,Mortgage,Self-Employed,0
49592,43578,700,1,7.54,Education,3,Mortgaged,Rent,Retired,0
30647,29917,476,3,11.82,Business,2,Mortgaged,Mortgage,Retired,1
28716,27318,640,3,3.75,Home Improvement,0,Owned,Own,Retired,0
108891,15179,356,3,13.45,Business,3,Owned,Rent,Self-Employed,0
107545,17251,747,0,6.13,Personal,2,Owned,Mortgage,Self-Employed,0
137638,24493,502,2,7.54,Medical,1,Mortgaged,Own,Unemployed,0
109912,25466,501,0,12.55,Home Improvement,4,Rented,Rent,Self-Employed,0
130627,35206,629,3,10.46,Business,1,Owned,Mortgage,Salaried,0
90316,24624,662,3,6.36,Personal,0,Owned,Mortgage,Self-Employed,0
146995,31564,753,4,5.32,Medical,4,Rented,Own,Retired,0
22368,27412,655,0,14.47,Medical,1,Owned,Mortgage,Self-Employed,1
97575,32990,515,1,3.6,Personal,3,Owned,Mortgage,Retired,0
26655,40517,322,2,2.55,Home Improvement,0,Rented,Mortgage,Self-Employed,0
126477,18156,454,1,10.91,Home Improvement,1,Mortgaged,Mortgage,Unemployed,0
90031,28064,485,1,10.18,Business,4,Mortgaged,Own,Self-Employed,1
96429,30711,548,2,11.72,Education,4,Mortgaged,Rent,Self-Employed,0
111083,35106,433,3,11.65,Business,2,Owned,Rent,Salaried,1
107922,21589,620,4,13.29,Business,4,Rented,Mortgage,Unemployed,1
75766,28736,689,3,14.03,Business,4,Mortgaged,Own,Retired,0
144046,25975,733,3,12.19,Personal,0,Rented,Mortgage,Salaried,0
33403,41218,321,0,5.4,Medical,4,Mortgaged,Mortgage,Self-Employed,0
52097,12214,424,1,8.29,Medical,2,Mortgaged,Mortgage,Salaried,0
98657,35581,378,1,10.52,Education,4,Owned,Mortgage,Retired,1
140607,25195,350,1,9.24,Home Improvement,2,Mortgaged,Rent,Retired,1
30966,49582,475,4,4.49,Business,3,Mortgaged,Mortgage,Salaried,0
144862,32127,552,4,9.87,Personal,2,Rented,Mortgage,Unemployed,1
119157,10141,545,4,13.58,Personal,0,Owned,Mortgage,Retired,1
138834,33884,405,2,7.73,Business,1,Owned,Rent,Unemployed,0
113848,29885,492,4,10.86,Personal,1,Mortgaged,Own,Retired,0
72921,7708,615,0,10.2,Personal,3,Owned,Own,Unemployed,0
69726,23375,601,0,7.21,Business,0,Rented,Own,Retired,0
146141,20088,847,3,9.57,Education,3,Owned,Own,Salaried,0
70300,49602,567,3,5.13,Personal,3,Mortgaged,Own,Unemployed,0
42677,15014,469,3,9.33,Medical,4,Owned,Mortgage,Salaried,0
75609,8273,754,3,12.49,Medical,4,Owned,Mortgage,Salaried,0
116825,42306,591,0,11.99,Medical,0,Mortgaged,Own,Retired,0
76661,35881,440,3,6.97,Business,1,Owned,Rent,Self-Employed,1
51024,36486,445,0,3.9,Medical,2,Owned,Mortgage,Salaried,0
128211,17541,724,4,12.5,Home Improvement,4,Mortgaged,Own,Self-Employed,0
90313,13712,613,4,5.81,Personal,0,Mortgaged,Rent,Retired,0
147813,14168,483,2,3.16,Education,0,Rented,Own,Salaried,0
73006,8551,427,3,8.06,Medical,1,Mortgaged,Rent,Self-Employed,1
115285,17297,586,4,11.74,Business,0,Mortgaged,Own,Unemployed,1
35338,48733,552,4,12.61,Education,0,Owned,Mortgage,Self-Employed,0
88027,32128,685,1,14.78,Business,1,Mortgaged,Own,Salaried,1
112772,7832,529,1,4.87,Education,4,Owned,Own,Self-Employed,1
133632,33483,570,0,6.17,Education,1,Mortgaged,Own,Retired,0
100135,27063,714,2,10.12,Personal,3,Rented,Own,Self-Employed,0
39508,27963,497,1,12.64,Education,4,Rented,Own,Unemployed,1
140379,18422,622,2,5.43,Home Improvement,3,Owned,Rent,Self-Employed,0
23051,37920,355,4,7.62,Home Improvement,0,Owned,Mortgage,Unemployed,1
68747,16156,502,0,7.61,Home Improvement,3,Owned,Mortgage,Self-Employed,0
134692,16108,437,2,12.16,Business,1,Rented,Mortgage,Retired,0
107142,36845,721,1,5.51,Personal,1,Rented,Rent,Retired,0
107235,7800,356,4,14.61,Business,2,Mortgaged,Own,Self-Employed,0
74021,43078,370,3,8.88,Medical,0,Mortgaged,Mortgage,Salaried,0
86412,47712,671,4,6.03,Home Improvement,1,Owned,Rent,Salaried,0
78335,7610,813,1,6.05,Personal,4,Rented,Own,Unemployed,0
76179,17067,383,1,2.73,Home Improvement,1,Mortgaged,Mortgage,Unemployed,1
52093,38872,342,3,11.16,Personal,4,Rented,Rent,Salaried,0
89678,15728,432,4,12.2,Business,0,Rented,Rent,Unemployed,0
100738,34566,694,2,2.91,Business,2,Owned,Mortgage,Salaried,0
59734,34783,364,2,9.82,Home Improvement,2,Rented,Own,Self-Employed,0
92615,25583,589,4,12.27,Education,3,Owned,Rent,Unemployed,0
93523,25238,675,2,7.2,Personal,1,Mortgaged,Rent,Self-Employed,1
125103,12263,766,4,7.91,Medical,0,Rented,Own,Salaried,1
114476,6914,512,4,7.02,Education,3,Owned,Rent,Unemployed,0
122769,28749,447,1,6.45,Business,0,Rented,Own,Unemployed,1
37019,24456,770,0,8.64,Personal,0,Rented,Mortgage,Unemployed,0
131721,30582,448,1,4.58,Education,3,Mortgaged,Own,Unemployed,0
103613,5406,387,2,8.01,Medical,0,Owned,Rent,Self-Employed,1
111794,18689,623,0,14.27,Education,3,Rented,Own,Unemployed,0
106672,37934,695,4,2.84,Medical,1,Rented,Own,Unemployed,1
93847,38276,703,2,4.56,Business,3,Mortgaged,Own,Retired,1
102750,41432,381,3,12.22,Personal,1,Rented,Own,Unemployed,1
99634,24873,585,2,4.15,Business,2,Owned,Rent,Unemployed,1
48251,18050,681,0,5.89,Personal,3,Owned,Mortgage,Retired,1
123481,5680,569,0,8.19,Education,2,Owned,Mortgage,Salaried,1
132566,23908,591,4,14.29,Business,3,Rented,Own,Self-Employed,0
45945,23504,752,3,4.79,Personal,0,Rented,Mortgage,Salaried,0
110852,26644,323,4,14.04,Medical,2,Owned,Rent,Retired,0
52217,42125,610,3,11.48,Personal,4,Rented,Rent,Retired,1
28308,6363,760,3,10.89,Business,4,Mortgaged,Mortgage,Self-Employed,1
25949,47291,507,4,11.54,Business,4,Owned,Mortgage,Unemployed,1
71990,40060,737,2,2.89,Education,2,Mortgaged,Rent,Unemployed,0
21150,6538,837,1,3.74,Medical,1,Mortgaged,Own,Salaried,0
109480,41176,635,3,6.69,Personal,3,Rented,Own,Retired,1
120235,46520,721,0,3.42,Business,0,Rented,Rent,Self-Employed,0
94740,30675,620,4,14.84,Personal,0,Owned,Mortgage,Retired,0
136352,23287,796,2,9.76,Home Improvement,2,Rented,Mortgage,Unemployed,1
86617,5174,462,3,8.59,Medical,4,Mortgaged,Mortgage,Retired,1
114841,31732,840,2,12.32,Medical,0,Rented,Mortgage,Self-Employed,0
36896,39998,464,4,14.71,Home Improvement,0,Owned,Mortgage,Retired,0
145729,42055,594,0,14.44,Medical,1,Rented,Mortgage,Self-Employed,0
66175,17112,341,3,12.41,Home Improvement,0,Mortgaged,Mortgage,Self-Employed,1
27805,44874,584,3,7.21,Personal,0,Mortgaged,Mortgage,Self-Employed,0
25237,14689,686,2,3.32,Home Improvement,3,Owned,Own,Salaried,1
135247,49814,437,4,3.73,Education,0,Owned,Own,Unemployed,0
40056,24555,486,1,2.51,Home Improvement,3,Rented,Mortgage,Unemployed,1
65543,38919,730,3,2.52,Personal,4,Rented,Mortgage,Unemployed,0
76556,12619,715,0,14.21,Medical,1,Owned,Own,Self-Employed,0
134548,11033,725,3,14.09,Education,0,Mortgaged,Rent,Self-Employed,0
131488,46328,715,3,10.84,Home Improvement,1,Rented,Own,Retired,0
23343,9946,325,1,11.58,Personal,1,Owned,Mortgage,Self-Employed,0
33500,29618,670,1,8.92,Education,1,Owned,Own,Self-Employed,0
73222,39675,684,4,5.47,Education,2,Mortgaged,Mortgage,Salaried,0
49375,41258,355,3,13.93,Education,3,Owned,Own,Self-Employed,1
29662,23919,552,3,5.97,Home Improvement,1,Rented,Own,Self-Employed,0
36964,9173,405,2,11.75,Personal,4,Rented,Own,Self-Employed,0
133429,48833,429,2,5.57,Personal,0,Owned,Mortgage,Self-Employed,0
141692,31400,675,0,13.38,Personal,1,Owned,Rent,Retired,1
79638,9769,607,0,10.64,Business,1,Mortgaged,Mortgage,Salaried,0
93666,42564,390,2,10.53,Medical,0,Mortgaged,Rent,Self-Employed,0
105067,19211,692,0,3.72,Personal,4,Owned,Rent,Unemployed,1
138937,28255,833,3,7.74,Business,1,Rented,Rent,Self-Employed,0
87215,32962,409,1,9.06,Business,1,Mortgaged,Rent,Salaried,0
89042,24356,639,3,6.18,Education,4,Owned,Rent,Self-Employed,0
33284,25306,655,2,13.51,Medical,1,Mortgaged,Rent,Unemployed,1
92789,9997,467,4,12.97,Education,4,Mortgaged,Mortgage,Retired,0
104664,22376,751,4,8.67,Medical,1,Mortgaged,Mortgage,Self-Employed,0
113468,45880,404,2,6.75,Education,0,Mortgaged,Own,Salaried,0
81389,43055,449,3,12.52,Home Improvement,4,Mortgaged,Rent,Self-Employed,1
29435,15578,445,0,4.96,Medical,0,Mortgaged,Mortgage,Salaried,0
74340,23624,598,0,3.39,Business,0,Rented,Mortgage,Self-Employed,0
64078,44194,466,4,3.07,Business,1,Mortgaged,Mortgage,Self-Employed,1
98832,49367,347,2,2.98,Medical,4,Owned,Mortgage,Retired,0
71293,5389,538,2,8.61,Education,2,Owned,Own,Retired,0
115981,38767,306,1,5.69,Home Improvement,0,Mortgaged,Mortgage,Self-Employed,0
98781,6855,763,4,11.13,Home Improvement,0,Mortgaged,Own,Salaried,0
80403,45893,752,2,10.67,Personal,0,Owned,Rent,Unemployed,0
49124,18794,670,1,9.28,Medical,1,Mortgaged,Own,Retired,1
115435,40531,848,0,6.91,Home Improvement,1,Owned,Mortgage,Self-Employed,0
63919,9986,786,4,13.13,Education,0,Owned,Rent,Salaried,0
128761,37298,510,4,11.37,Education,1,Rented,Own,Self-Employed,0
141305,6481,464,2,5.89,Business,1,Rented,Own,Self-Employed,1
55247,8731,424,2,8.77,Home Improvement,1,Owned,Own,Retired,0
141172,21835,636,3,4.45,Home Improvement,3,Mortgaged,Mortgage,Salaried,0
114758,32798,491,0,6.61,Education,4,Owned,Rent,Self-Employed,0
111747,31113,513,0,14.96,Business,1,Owned,Own,Retired,0
82752,24477,627,1,5.3,Home Improvement,3,Mortgaged,Mortgage,Salaried,0
76573,22266,680,1,11.23,Education,3,Rented,Rent,Salaried,1
79101,25792,538,3,5.48,Business,1,Owned,Own,Self-Employed,0
122756,25452,831,0,14.23,Business,3,Rented,Rent,Self-Employed,0
46646,48526,381,1,6.38,Education,2,Mortgaged,Mortgage,Salaried,0
124185,46334,662,0,6.83,Business,3,Rented,Rent,Salaried,0
43049,16889,804,0,9.92,Business,4,Mortgaged,Rent,Retired,1
99605,29335,501,1,9.85,Personal,3,Mortgaged,Rent,Unemployed,0
118116,16254,803,2,9.74,Business,1,Rented,Own,Salaried,1
117379,26074,336,2,9.67,Home Improvement,0,Owned,Own,Self-Employed,0
88385,16442,701,1,6.4,Business,2,Owned,Own,Salaried,0
146131,42327,475,3,7.93,Home Improvement,3,Mortgaged,Own,Self-Employed,0
60158,21199,844,4,9.92,Education,2,Rented,Own,Unemployed,0
85417,12291,766,0,10.89,Business,4,Rented,Own,Salaried,0
43289,45928,500,4,5.66,Education,3,Rented,Own,Self-Employed,0
130226,5112,839,1,11.27,Medical,3,Rented,Mortgage,Self-Employed,0
120793,26515,846,0,14.04,Business,2,Mortgaged,Mortgage,Self-Employed,1
29823,24581,693,4,11.97,Education,3,Rented,Rent,Retired,0
80160,31500,341,2,3.55,Medical,3,Rented,Rent,Self-Employed,0
61975,37026,692,3,8.36,Home Improvement,0,Owned,Mortgage,Unemployed,0
29540,21523,740,4,7.94,Home Improvement,2,Mortgaged,Mortgage,Self-Employed,0
36364,6424,805,3,6.71,Home Improvement,1,Rented,Rent,Salaried,0
24611,24552,619,2,8.64,Home Improvement,1,Rented,Mortgage,Unemployed,0
47663,15808,514,4,8.0,Home Improvement,4,Mortgaged,Mortgage,Self-Employed,1
71991,43811,370,1,2.58,Personal,0,Mortgaged,Mortgage,Unemployed,0
77679,11989,535,0,5.46,Education,2,Owned,Rent,Salaried,0
124182,28620,580,2,5.17,Medical,2,Mortgaged,Rent,Unemployed,0
50977,44029,461,3,6.87,Medical,0,Rented,Own,Retired,0
114704,5887,490,3,4.68,Business,0,Owned,Rent,Retired,1
69115,36802,308,2,3.35,Education,4,Rented,Own,Unemployed,1
111007,24488,359,1,4.96,Personal,1,Mortgaged,Mortgage,Self-Employed,1
108223,35013,524,1,13.18,Personal,2,Mortgaged,Own,Self-Employed,0
80890,21402,586,3,12.46,Education,0,Mortgaged,Mortgage,Self-Employed,1
86387,26205,468,2,8.03,Home Improvement,2,Owned,Own,Self-Employed,0
38071,31049,361,2,13.47,Home Improvement,1,Rented,Mortgage,Salaried,0
79275,17253,648,0,5.41,Education,2,Rented,Rent,Salaried,1
